numero_expediente,url_archivo_TC,url_archivo_original,tipo_expediente,motivos_demanda,sentido_resolucion,fundamentos
00143-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00143-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Infundada,"['Considerando: que, la actora no sólo no ha acreditado los hechos invocados como fundamento sine qua non de su demanda, sino que no ha demostrado tampoco, relación de causalidad entre tales hechos hipotéticos y la igualmente hipotética conducta infractora imputada a sus demandados.']"
00184-1995-AA,https://tc.gob.pe/jurisprudencia/1996/00184-1995-AA.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Amparo,,Improcedente,"['[…] Que, habiendo reconocido la Municipalidad Provincial de Arequipa el pago de los beneficios sociales del actor, tras los años de servicios prestados a ella, no se puede considerar que el derecho constitucional invocado haya sufrido vulneración o amenaza de violación alguna, que tornaran en procedentes la acción incoada; Que, en el caso de autos, si bien el actor cursó una carta notarial al Alcalde de la Municipalidad Provincial de Arequipa, con fecha diecisiete de enero de mil novecientos noventa y cinco, obrante a fojas tres, con el objeto de que se haga efectivo el pago de sus beneficios sociales reconocidos, también lo es que, del segundo acuerdo de la resolución municipal dos mil ciento cincuenta, se desprende que el accionado había autorizado a la oficina de tesorería de la referida Municipalidad para que realice dicho pago; Que, la no ejecución de la orden de pago de los beneficios sociales que el actor estima como lesivo a su derecho constitucional, debe de peticionarse ante las instancias administrativas correspondientes, no constituyendo la vía residual y excepcional de este proceso constitucional una instancia que pueda suplir el procedimiento administrativo; Que, en este sentido de conformidad con lo dispuesto en el artículo 27° de la Ley 23506 deben agotarse las vías previas insistiéndose en el cobro ante el Concejo Provincial de Arequipa, mediante el ejercicio de las acciones impugnativas correspondientes']"
00101-1995-AA,https://tc.gob.pe/jurisprudencia/1996/00101-1995-AA.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Amparo,,Improcedente,"['Que el recurrente no ha acompañado pruebas que acrediten que por virtud del oficio de fecha quince de marzo de mil novecientos noventitrés se la haya impedido el ingreso al centro de trabajo, hecho que tampoco se demuestra con la denuncia policial de fojas dos, ya que del tenor de la misma no fluye que la Policía haya constatado los hechos denunciados.', 'Que, por consiguiente, no encontrándose las situaciones expuestas por el accionante dentro del supuesto previsto en el inciso 1° del artículo 28º de la Ley 23506, resulta de aplicación el artículo 27° de la citada norma, que expresamente prohíbe la interposición de la Acción de Amparo cuando el accionante no haya agotado la vía previa correspondiente.']"
00130-1995-AA,https://tc.gob.pe/jurisprudencia/1996/00130-1995-AA.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Amparo,,Improcedente,"['Que, la vía del Amparo no puede ser utilizada como una revisión o una tercera instancia respecto de resoluciones judiciales emanadas de un procedimiento regular y que adquirieron la autoridad de cosa juzgada.', 'Que, de acuerdo a lo establecido por el inciso 2) del artículo 6° de la Ley N° 23506 la Acción de Amparo no procede contra resoluciones judiciales emanadas de un procedimiento regular, principio que ha sido consagrado en el inciso 2) del artículo 200° de la actual Constitución Política del Estado.']"
00094-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00094-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Infundada,"['Que la beneficiaria ha negado rotundamente, tanto en su declaración judicial de fojas seis como en su manifestación policial de fojas veinticinco, que la accionada la tenía encerrada bajo llave y le prohibía salir a la calle, con lo cual han quedado desvirtuados los hechos alegados por el actor; que el artículo sexto de la Ley veintitrés mil quinientos seis -en su primer inciso- señala que es improcedente la acción de garantía en caso de haber cesado la violación o amenaza de violación de un derecho constitucional; que habiéndose establecido en autos, de manera categórica, que no se ha producido la violación o amenaza de violación del derecho constitucional invocado, resulta implicante la aplicación de dicha norma toda vez que no puede darse la cesación -supuesto de este dispositivo legal- de aquello que no se ha producido; que, siendo esto así, la Acción deviene infundada y no improcedente como por error ha sido calificada en las resoluciones recurridas.']"
00003-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00003-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Infundada,"['Que si bien la vía constitucional estaba abierta, puesto que en la demanda se invoca la amenaza sistemática y concreta al derecho del libre tránsito hacia el domicilio; que, sin embargo, los hechos invocados como fundamento sine qua non de la demanda, no han sido acreditados; y que, de otro lado, la propia demandante, durante su declaración ante el juez que efectuó la sumaria investigación, manifiesta que han desaparecido los actos de hostigamiento y las amenazas que la llevaron a plantear la Acción.']"
00124-1995-AA,https://tc.gob.pe/jurisprudencia/1996/00124-1995-AA.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Amparo,,Improcedente,"['Que, las recurrentes afirman se habría conculcado en su caso derechos constitucionales como son el de la instancia plural, y el de la estabilidad laboral, pretendiendo mediante la Acción de Amparo cuestionar los efectos de la Resolución N° 031-93, que las destituye pese a que simultáneamente se sigue en la vía judicial correspondiente una Acción idéntica destinada a obtener los mismos efectos.', 'Que, al iniciar la vía judicial las recurrentes habrían optado por una vía paralela para la tutela de los derechos constitucionales que afirman habrían sido violados con la resolución cuestionada vía que permitirá ventilar situaciones ajenas a la naturaleza de una Acción de garantía.', 'Que de acuerdo a lo establecido en el inciso 3) del artículo 6° de la Ley N° 23506 Ley de Hábeas Corpus y Amparo no proceden las acciones de garantía cuando el agraviado opta por la vía judicial ordinaria.']"
00141-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00141-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Improcedencia,"['Se advierte del propio expediente que el accionante, induciendo a error pretende obtener su libertad estando incurso en un proceso judicial ordinario penal, con mandato de detención por un Juez competente. El artículo dieciséis, incisos a) y b) de la Ley veinticinco mil trescientos noventa y ocho es terminante en lo que se refiere la no procedencia de la Acción de Hábeas Corpus cuando el accionante tiene instrucción abierta o se halle sometido a juicio por los hechos que originan la acción de garantía como lo es en el presente caso; en el cual preexiste un proceso penal regular donde los sujetos procesales se hallan protegidos por las garantías constitucionales de un debido proceso y de la tutela jurisdiccional efectiva, dentro de la normatividad correspondiente.', 'Asimismo las normas procesales son de orden público y, por ende, de imperativo y obligatorio cumplimiento por los sujetos que en ellas se encuentren comprendidos; por lo que la resolución impugnada se ciñe cabal y estrictamente al trámite previsto para esa acción y al mérito de lo actuado.', 'De otro lado, de autos se desprende que esta Acción es dirigida contra el Presidente de la Corte Suprema de Justicia de la República, Doctor Moisés Pantoja Rodulfo, quien es el representante de un Poder del Estado más no ejercita función jurisdiccional; por lo que resulta ajeno a los supuestos enunciados en que se apoya la presente demanda.']"
00105-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00105-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Infundada,"['Que en la sumaria investigación ha quedado probado que, contrariamente a lo que se afirma, como fundamento sine qua non de la demanda, sí han cumplido los demandados con dar trámite a la correspondiente denuncia; que, consecuentemente, no existe omisión que subsanar, ni la violación de derecho constitucional correspondiente.']"
00138-1995-AA,https://tc.gob.pe/jurisprudencia/1996/00138-1995-AA.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Amparo,,Improcedente,"['Que, la actora no ha sido privada ni recortado su derecho de defensa en ningún momento, según fluye de autos, habiendo recurrido a los tribunales de justicia amparándose incluso en la pluralidad de instancias, así como que todas las resoluciones durante la tramitación han sido motivadas con sujeción a lo establecido por la Constitución en su artículo ciento treintinueve incisos sexto y quinto; Que, las cuestionadas resoluciones, que se pretende sean declaradas nulas, emanan de autoridad competente, dentro de un proceso regular; Que, debe tenerse presente el artículo 10° de la Ley 25398, que complementó las disposiciones de la Ley veintitrés mil quinientos seis en materia de Hábeas Corpus y Amparo, establece que las anomalías que pudieran cometerse dentro de un proceso regular, deberán ventilarse y resolverse dentro de los mismos procesos mediante el ejercicio de los recursos que las normas procesales específicas establecen; Que, en autos no se ha podido demostrar la violación de ningún derecho constitucionalmente protegido.']"
00134-1995-AA,https://tc.gob.pe/jurisprudencia/1996/00134-1995-AA.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Amparo,,Improcedente,"['Que, las irregularidades presuntamente cometidas en un proceso, por sí no lo convierte en irregular, más aún si estas irregularidades, al amparo de lo dispuesto en el artículo 10 de la Ley 25398, puede haber sido corregidas y subsanadas dentro del mismo proceso, utilizando los recursos y medios que las normas pertinentes establecen.', 'Que, al amparo del inciso 2° del artículo 6° de la Ley N° 23506, concordante con el artículo 10° de la Ley N° 25398, no se puede enervar la validez y los efectos de resoluciones judiciales dictadas por el Organo Jurisdiccional competente, y emanadas de un procedimiento regular, dentro del cual el accionante debió hacer valer los recursos legales que las normas procesales establecen.']"
00150-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00150-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Infundada,"['Que ni la investigación sumaria efectuada por la Jueza de la causa, ni los documentos aportados por las partes, han permitido demostrar fehacientemente que el accionado hubiera vulnerado o amenazado la libertad individual de la accionante, derecho constitucional protegido por el primer numeral del artículo doscientos de la Constitución Política del Perú.', 'Que, no habiéndose acreditado los hechos alegados por la accionante, la Acción resulta infundada y no improcedente, como erróneamente se ha calificado en las resoluciones inferiores.']"
00144-1995-AA,https://tc.gob.pe/jurisprudencia/1996/00144-1995-AA.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Amparo,,Improcedente,"['Que, la resolución de cese se ha dado en mérito a una disposición legal dada dentro de marcos constitucionales, no habiéndose probado que se haya violado el derecho constitucional al trabajo de la demandante; Que, la accionante pretende, a través de la Acción de Amparo se deje sin efecto la resolución que la cesa. Al respecto debe señalarse que, el objeto de las acciones de garantía es el de reponer las cosas al estado anterior a la violación o amenaza de violación de un derecho constitucional, según lo indica el artículo 1° de la Ley 23506; Que, aparece de autos, que respecto a la vía previa, a la que se refiere el artículo 27° de la Ley 23506, fue asumido por la demandante cuando planteó recurso de reconsideración, el mismo que le fue declarado infundado, que sin embargo no presentó recurso de apelación. Este lo presenta después de plantear la demanda de Amparo, sin embargo con dicha presentación no se convalida el requisito de agotar las vías previas para plantear el Amparo. Más aún si tenemos presente que no pueden tramitarse conjuntamente una Acción en vías diferentes.']"
00025-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00025-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Improcedente,"['Que del estudio y análisis de la presente Acción, se desprende que el beneficiario había cumplido con los requisitos establecidos en los artículos cincuenta y tres y cincuenta y cuatro del Código de Ejecución Penal; si bien es cierto que el expediente de Libertad Condicional fue derivado al Décimo Quinto Juzgado Penal de Lima por mandato de la Presidencia de la Corte Superior de Justicia.', 'Que no ha quedado acreditado, plenamente que al solicitarse la Libertad Condicional a favor del sentenciado Marco Gamarra Béjar, se haya indicado que éste fue instruido por el Vigésimo Sexto Juzgado en lo Penal de Lima y que era el único proceso abierto que tenía, ya que no corre el expediente para la Libertad Condicional.', 'Estos hechos han inducido a error, no punible, al magistrado accionado. [...]', 'Que además el Magistrado accionado ha sido inducido a error por los informes que le hace el Instituto Nacional Penitenciario, tal como consta de fojas seis, siete y ocho del cuaderno de nulidad, informes que a la vez son elaborados a base de datos equivocados, como se desprende de la copia del oficio de fojas ocho.']"
00187-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00187-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Infundada,"['Que, ha quedado acreditado que el agraviado ha sido detenido en base a una denuncia policial, a los efectos de ser investigado por la comisión de un ilícito penal, por lo que la autoridad actuó en este caso, en estricta observación de la función preventiva del delito que le encarga el artículo 166° de la Constitución del Estado.', 'Que, por otra parte, tampoco se ha transgredido el artículo 2° inciso 24, literal f) de la misma Norma Fundamental, ya que según consta de la diligencia de constatación de fojas cinco y de la papeleta de detención de fojas nueve, la investigación llevada a efecto aún no había rebasado el término de veinticuatro horas.']"
00157-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00157-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Improcedente,"['Que, habiendo optado el afectado por la vía ordinaria para hacer cesar la amenaza a los mismos derechos constitucionales que se pretende cautelar en la presente Acción de garantía, ésta resulta improcedente. [...]', 'Que no ha quedado acreditado que don Federico Zenón Hinostroza Minaya haya sido víctima de secuestro alguno ya que no indica la fecha ni lugar donde permaneció secuestrado. Igualmente, no se señala fecha ni lugares donde se le haya coactado su derecho de transitar libremente a don Federico Zenón Hinostroza Minaya.', 'Que los accionantes, no indican, ni señalan por qué son ellas las que accionan y no el mismo interesado, ni qué impedimentos tenga don Federico Zenón Hinostroza Minaya para interponer esta Acción.']"
00188-1995-AA,https://tc.gob.pe/jurisprudencia/1996/00188-1995-AA.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Amparo,,Improcedente,"['Que, del análisis del expediente se desprende que el asunto se reduce a cuestionar la inaplicación del Decreto de Urgencia N° 118-94 para efecto del reajuste de las bonificaciones especiales que venía percibiendo en mérito al Decreto de Urgencia 80-94; Que, el Decreto de Urgencia 80-94 en su artículo sexto señala que los trabajadores que no percibieron la bonificación dispuesta por el Decreto Supremo 081-93-EF, así como los servidores administrativos de las Sociedades de Beneficencia Pública (segundo grupo), recibirán a partir del primero de octubre de mil novecientos noventa y cuatro una bonificación especial. Asimismo el Decreto de Urgencia N° 118-94 que obra a fojas cinco, establece un reajuste a favor de los trabajadores asistenciales del Ministerio de Salud y sus Instituciones Públicas descentralizadas, Sociedades de Beneficencia Pública (segundo grupo), entre otros, de la bonificación especial a que se refiere el Decreto de Urgencia 80-94, de acuerdo a ciertas especificaciones; Que, a fojas sesenta y siete, aparece el anexo cuatro de las normas del Proceso Presupuestario de mil novecientos noventa y cuatro, donde se señala a las Sociedades de Beneficencia Pública del primer y segundo grupo, apareciendo que la Sociedad de Beneficencia, pertenece al primer grupo; Que, por las anteriores consideraciones, se desprende que es taxativo y excluyente el texto de los dos dispositivos referidos, los mismos que únicamente consideran al personal de trabajadores de las Sociedades de Beneficencia Pública que están enmarcados en el segundo grupo; Que, el error de la beneficencia en interpretar el Decreto de Urgencia N° 80-94, no genera derecho y la inaplicación del Decreto de Urgencia N° 118-94, no significa violación o amenaza de violación de ningún derecho constitucional; Que, de autos no está probado que se haya violado los derechos de los recurrentes, sino que la beneficencia ha interpretado erróneamente el Decreto de Urgencia N° 80-94, al haberles abonado a los recurrentes la bonificación especial sin que les correspondiera; Que, la demanda no está contemplada en ninguno de los supuestos que dispone la Ley 23506 para acoger el amparo.']"
00255-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00255-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,"La acción es planteada contra cinco miembros de la Delegación Policial de Lince, por haber transgredido su derecho al libre transito dentro del territorio, así como por el seguimiento policial de que son objeto por parte de dichos efectivos policiales. Admitida la acción y cumplidos los tramites de ley, el 25 ° Juzgado Especializado en lo Penal expide resolución declarando fundada la acción , al considerar que el actor Guerrero Romero en momentos en que se estacionaba frente a su domicilio el vehículo de placa N.° FQ-4230 de propiedad de Aurelio Almoguer, fue intervenido por los efectivos policiales de la delegación de lince, manifestándole que dicho vehículo se encontraba con orden de captura por concepto de una papeleta municipal, incautándole la tarjeta de propiedad y su licencia de conducir; que la citada licencia de conducir constituye un instrumento publico según el articulo ciento trece del Decreto Legislativo numero cuatrocientos veinte, y por lo tanto no puede ser requisada, salvo los casos previstos en el articulo ciento once del mismo decreto legislativo, dentro de los cuales no se encontraba el actor, debiendo entonces limitarse la acción policial únicamente al vehículo: que no se justifica que, para ejecutar dicha orden de captura, los efectivos policiales pretendan obligar al conductor a que traslade el referido vehículo hasta el local de la delegación; y que al haberse negado los recurrentes al citado traslado se les ha confeccionado un atestado por delito de violencia y resistencia a la autoridad, incluyendo una requisitoria contra los mismos, hecho que constituye un típico caso de abuso de autoridad. Interpuesto recurso de apelación, la Décima Tercera Sala Penal revoca la recurrida considerando, fundamentalmente, que la intervención policial se debió a un operativo ordenado por la alta superioridad y que el vehículo conducido por el demandante se encontraba con orden, no constituyendo aquello amenaza o violación a la libertad individual, motivo por el que declara infundada la acción, contra los demandantes Armando Guerrero, y Aurelio Almoguer interponen recurso de nulidad, por lo que de conformidad con los dispositivos legales vigentes se dispone la remisión de los autos al Tribunal Constitucional. FUNDAMENTOS: 1. De autos aparece que el recurrente Armando Dante Guerrero Romero, mientras se encontraba estacionado frente a su casa el vehículo de placa N.° FQ- 4230, de propiedad de don Aurelio Almoguer Solano fue intervenido por personal policial de la Delegación de Lince, quien al tiempo de informarle que el citado automóvil se encontraba con orden de captura por razones municipales, procedió a requisarle tanto la tarjeta de propiedad del vehículo como de su licencia de conducir. 2. El hecho de la policía haya incautado los documentos antes citados, particularmente la licencia de conducir, supone una limitación a su titular al derecho de libre transito, dentro y fuera del territorio nacional, manejando cualquier otro vehículo en forma regular 3. Por otra parte, el personal policial pretendió obligar a don armando guerrero Romero a que condujera el vehículo intervenido al local de la delegación, hecho que aunque no se llego a meterializar, al haber manifestado también el propietario don Aurelio Almoguer su oposición , tal acción constituye una evidente intención compulsiva contra la libertad individual en perjuicio del primero de los mencionados, acción que es distinta y separable de la medida de captura del automóvil. 4. No resulta aceptable la versión de los emplazados de que no existió hostigamiento o seguimiento policial, por cuanto de autos consta que, a causa de la negativa de los actores a movilizar el vehículo intervenido , aquellos han confeccionado el atestado N.° 245-95 JAP 08- DPL -SIDF por supuesto delito contra la administración publica, obrante de fojas once a quince, sin participación alguna de los actores, remitido el dos de junio de mil novecientos noventa y cinco a la 24 ° Fiscalía Penal Provincial de Lima , en cuyo literal VI A) determina que: "" una vez sean habidos serán puesto a disposición de su despacho"" dado que ello supone el libramiento de una medida de seguimiento policial, detención y remisión física de amabas personas a la Fiscalía Provincial mencionada, y una amenaza potencial a su libertad individual de los demandantes. 5. De conformidad con los incisos nueve y quince del articulo doce de la Ley veintitrés mil quinientos seis, y demás considerativas de la sentencia expedida por el 25° Juzgado Especializado en lo Penal de Lima, el Tribunal Constitucional, haciendo uso de las atribuciones que le confieren la Constitución del Estado y su Ley Orgánica:",Fundada,"['2. El hecho de la policía haya incautado los documentos antes citados, particularmente la licencia de conducir, supone una limitación a su titular al derecho de libre transito, dentro y fuera del territorio nacional, manejando cualquier otro vehículo en forma regular.', '3. Por otra parte, el personal policial pretendió obligar a don armando guerrero Romero a que condujera el vehículo intervenido al local de la delegación, hecho que aunque no se llego a meterializar, al haber manifestado también el propietario don Aurelio Almoguer su oposición, tal acción constituye una evidente intención compulsiva contra la libertad individual en perjuicio del primero de los mencionados, acción que es distinta y separable de la medida de captura del automóvil.', '4. No resulta aceptable la versión de los emplazados de que no existió hostigamiento o seguimiento policial, por cuanto de autos consta que, a causa de la negativa de los actores a movilizar el vehículo intervenido, aquellos han confeccionado el atestado N.° 245-95 JAP 08-DPL -SIDF por supuesto delito contra la administración publica, obrante de fojas once a quince, sin participación alguna de los actores, remitido el dos de junio de mil novecientos noventa y cinco a la 24° Fiscalía Penal Provincial de Lima, en cuyo literal VI A) determina que: "" una vez sean habidos serán puesto a disposición de su despacho"" dado que ello supone el libramiento de una medida de seguimiento policial, detención y remisión física de amabas personas a la Fiscalía Provincial mencionada, y una amenaza potencial a su libertad individual de los demandantes.']"
00230-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00230-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Improcedente,"['2. En el referido procedimiento, ventilado ante el Quinto Juzgado Especializado en lo Penal de Lima, no se ha detectado ninguna anomalía procesal, al haberse observado los trámites y plazos que señala la Ley de Extradición N° 24710, e inclusive el interesado ha hecho uso de los derechos que la ley procesal le franquea, conforme consta de lo actuado de fojas diez a diecisiete.', '3. Tratándose de un proceso regular, del cual tomó oportuno conocimiento directo la Corte Superior de Lima, el veintisiete de junio de mil novecientos noventa y cinco, conforme consta a fojas cuarenta y tres, deviene en aplicable el inciso 2) del artículo 6° de la Ley N° 23506.', '4. Finalmente, el fundamento de su reclamo que sirve de base al Habeas Corpus interpuesto, tampoco está contemplado en ninguno de los supuestos previstos por el artículo 12° de la Ley N° 23506.']"
